380,19,144,863,974,0.54,28,61
514,57,218,608,933,0.25,28,62.22
462,0,184.8,723,1018,0.1,91,46.51
427,85.4,163.97,690,1050,0.2,91,65.79
371,20,207,750,994,1.2,3,26.3
380,0,137,868,995,0.3,3,41.3
500,0,170,560,1305,1.28,1,35.5
500,0,170,560,1305,1,28,57.9
322,23,172.5,775,1045,0,28,41.51
313,78,207,750,994,1.83,180,46.9
425,75,160,560,1307,1.42,7,81.9
325,0,205,900,940,0.4,7,27.8
495,55,165,546,1273,1.05,3,47.9
325,0,205,900,940,0.4,90,44.7
317,79,210,844,951,1.07,28,30.8
393,0,157.2,785,975,0.9,28,52.22
571,0,219,633,933,0.18,28,57.12
376,20,210,844,951,0.95,28,33.6
371,20,207,750,994,1.2,3,25.4
371,20,207,750,994,1.12,1,17.9
425,75,190,745,945,0.28,28,61.5
462,0,184.8,723,1018,0.1,7,36.52
352,39,207,750,994,1.48,7,35
270,30,138,660,1290,0.8,14,28.27
352,39,207,750,994,1.6,28,51.8
313,78,207,750,994,2,90,47.3
400,171,215,557,933,0.65,3,32.64
312,78,156,713,1079,1,7,33.82
337,60,210,844,951,1.03,28,32.1
240,60,138,660,1290,0.8,7,19.95
550,0,165,550,1283,1.2,7,78.9
440,110,165,540,1261,1.35,7,86
313.75,55.35,184.5,608.13,1253.5,0,28,29.17
495,55,165,546,1273,1.05,28,72.8
495,55,165,546,1273,1.24,7,83.6
261.37,46.13,184.5,623.79,1287.9,0,14,20.6
240,60,138,660,1290,0.8,28,29.93
396,0,210,844,951,0,28,35.4
228,97,205,900,940,1.61,90,33.7
352,39,207,750,994,1.48,3,28.2
468,82,165,543,1267,1.31,1,35.3
408,0,204,758,983,0,91,36.62
313,78,207,750,994,1.9,3,24.5
400,100,190,745,945,0.57,7,52.8
268,115,202.99,575,1150,0,28,37.6
440,110,165,540,1261,1.35,90,106.5
500,0,170,560,1305,1,7,49.8
495,55,165,546,1273,1.05,7,60.6
313,78,207,750,994,1.83,28,40.6
369,0,184.5,608.13,1253.5,0,14,26.83
457,114,216,582,933,0.46,56,62.22
